State,Program Name,Type
California,Redding Electric - Electric Vehicle Rebate Program,Rebate Program
Maryland,Clean Fuels Incentive Program,Rebate Program
New Jersey,JCP&L - EV Driven Program,Rebate Program
Vermont,Community EV Chargers Incentive Program,Grant Program
New Hampshire,Granite State Clean Fleets (GSCF),Grant Program
Maine,Energy Storage Goal,Energy Storage Target
Missouri,City of St. Louis - Building Energy Performance Standard,Energy Standards for Public Buildings
Louisiana,City of New Orleans - Renewable and Clean Portfolio Standard (Duplicate Entry),Other Policy
Louisiana,City of New Orleans - Renewable and Clean Portfolio Standard,Renewables Portfolio Standard
Massachusetts,Clean Peak Energy Standard,Renewables Portfolio Standard
Massachusetts,Clean Energy Standard,Renewables Portfolio Standard
Vermont,Vermont Gas - Residential Energy Efficiency Leasing Program,Leasing Program
California,PG&E GoGreen Business Energy Financing,Loan Program
Maine,Maine Appliance and Equipment Energy Efficiency Standards,Appliance/Equipment Efficiency Standards
Connecticut,Energy Storage Goal,Energy Storage Target
Mississippi,Mississippi Power Low-to-Moderate Income Residential Incentive Program,Rebate Program
Mississippi,Entergy Mississippi Low-to-Moderate Income Residential Incentive Program,Rebate Program
North Carolina,Duke Energy - EV Charger Prep Credit Program,Rebate Program
Vermont,Vermont Replace Your Ride Program,Rebate Program
Wisconsin,Madison Gas & Electric - Charge Ahead Program,Performance-Based Incentive
Alabama,Alabama Power Make Ready Program,Rebate Program
Massachusetts,National Grid Residential EV Charging Infrastructure Program,Rebate Program
Massachusetts,Eversource Residential EV Charging Program,Rebate Program
Indiana,AES Indiana - EV Managed Charging Program,Rebate Program
Indiana,Duke Energy Indiana - Commercial Charger Rebate,Rebate Program
Indiana,Duke Energy Indiana Off-Peak Charging Credit,Performance-Based Incentive
Illinois,MidAmerican Energy Residential Energy Efficiency Rebates,Rebate Program
Illinois,Ameren Illinois Distributed Generation Rebate Program,Rebate Program
Illinois,Electric Vehicle Rebate Program,Rebate Program
Illinois,Charging Infrastructure Grant Program,Grant Program
Delaware,Sustainable Energy Utility (SEU) -  Home Energy-Efficiency Loan Program,Loan Program
Vermont,Vermont Electrify Your Fleet Program,Rebate Program
Oregon,Emerald PUC Electric Vehicle Charger Rebate Program,Rebate Program
New York,ConEd - Electric Vehicle Charging Station Make-Ready Program,Rebate Program
North Dakota,Commercial Energy Efficiency Rebates (Offered by 5 Utilities),Rebate Program
South Dakota,Commercial Energy Efficiency Rebates (Offered by 12 Utilities),Rebate Program
New York,NY-Sun PV Incentive Program (Commercial and Industrial),Rebate Program
Oregon,Making Solar Equitable Program,Rebate Program
Vermont,Green Mountain Power Bring Your Own Device Program,Rebate Program
Washington,Columbia REA Residential Efficiency Rebate Program,Rebate Program
Oregon,Solar Planning Program,Rebate Program
Oregon,Lane Electric - Residential Energy Efficiency Rebate Program,Rebate Program
Oklahoma,Oklahoma Municipal Power Authority - Turn Down the Watts,Rebate Program
Washington,Columbia REA Commercial and Agricultural Efficiency Rebate Program,Rebate Program
Massachusetts,Accelerating Clean Transportation (ACT) School Bus Fleet Deployment Program,Grant Program
Michigan,Energy Storage Target,Energy Storage Target
Kentucky,Sales Tax Exemption - Machinery for New and Expanded Industry,Sales Tax Incentive
Delaware,Solar-Ready Zones,Solar Access Law/Guideline
Maryland,Medium–Duty and Heavy–Duty Zero–Emission Vehicle Grant Program.,Grant Program
New Hampshire,Eversource - Home Battery Storage Rebate,Rebate Program
New Hampshire,Eversource - New Hampshire Residential Clean Energy Loan,Loan Program
Minnesota,Solar for Schools Program,Grant Program
Minnesota,Solar Grant Program: Public Buildings,Grant Program
Connecticut,Energy Storage Solutions Program,Rebate Program
New Jersey,C-PACE: Garden State Commercial Property Assessed Clean Energy,PACE Financing
Vermont,Burlington Electric Department - Electric Bicycle Rebate,Rebate Program
Vermont,Burlington Electric Department - Multi-Family EV Charging Station Rebate Program,Rebate Program
Vermont,Vermont Electric Coop - Induction Cooktop Bill Credit,Rebate Program
Vermont,Vermont Electric Coop - Heat Pump Bill Credit,Rebate Program
Vermont,Green Mountain Power Electric Bicycle Rebate Program,Rebate Program
Vermont,Green Mountain Power Energy Efficiency Rebates,Rebate Program
Vermont,Commercial Energy Efficiency Rebate Programs,Rebate Program
Tennessee,Tennessee C-PACER Financing,PACE Financing
Maine,C-PACE: Efficiency Maine,PACE Financing
Maine,Grid Resilience Grant Program,Grant Program
Virginia,Washington Gas,Rebate Program
Maine,Small Battery Management Program,Performance-Based Incentive
Louisiana,Entergy New Orleans - eTech Program,Rebate Program
Illinois,Community Solar Energy Sovereignty Grant Program,Grant Program
Illinois,School Bus Retrofit Reimbursement,Grant Program
Illinois,Battery Electric Vehicle (BEV) Emissions Inspection Exemption,Other Incentive
Iowa,Diesel Emission Reduction Project Funding,Grant Program
Indiana,Volkswagen Environmental Mitigation Trust Program,Grant Program
Indiana,Duke Energy Indiana - Electric School Bus Charging,Grant Program
Utah,Texas-New Mexico Power Company – Residential and Hard-to-Reach Standard Offer Programs,Rebate Program
Texas,Texas-New Mexico Power Company – Online Marketplace,Rebate Program
Mississippi,Entergy Mississippi - Residential Demand Response Battery Incentive Program,Rebate Program
Mississippi,Mississippi Power - Battery Storage Incentive Program,Rebate Program
North Carolina,Duke Energy - PowerPair,Rebate Program
North Carolina,Duke Energy - Improve & Save,Loan Program
New York,Offshore Wind Energy Target,Offshore Wind Energy Target
Maine,Offshore Wind Energy Target,Offshore Wind Energy Target
Massachusetts,Offshore Wind Energy Target,Offshore Wind Energy Target
Connecticut,Offshore Wind Energy Target,Offshore Wind Energy Target
Rhode Island,Offshore Wind Energy Target,Offshore Wind Energy Target
New Jersey,Offshore Wind Energy Goal,Offshore Wind Energy Target
California,Marin Clean Energy - Feed-In Tariff Plus,Feed-in Tariff
Pennsylvania,EZ Permit: Electric Vehicle Charger,Green Building Incentive
North Carolina,Offshore Wind Energy Goal,Offshore Wind Energy Target
Virginia,Offshore Wind Energy Target,Offshore Wind Energy Target
Maryland,Offshore Wind Energy Target,Offshore Wind Energy Target
Georgia,Jackson EMC - Residential EV Charger Rebate,Rebate Program
Louisiana,Cleco Power - Commercial EV Rebate,Rebate Program
Louisiana,Cleco Power - Residential EV Rebate,Rebate Program
Florida,Duke Energy Florida - Commercial Charger Rebate,Rebate Program
Vermont,Mileage Smart Program,Rebate Program
North Dakota,Interconnection Standards,Interconnection
Tennessee,Interconnection Procedures,Interconnection
California,California - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Hawaii,Hawaii - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Nevada,Nevada - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Alabama,Alabama - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Arkansas,Arkansas - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Florida,Florida - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Georgia,Georgia - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Louisiana,Louisiana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Maine,Maine - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Massachusetts,Massachusetts - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Mississippi,Mississippi - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
New Hampshire,New Hampshire - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Tennessee,Tennessee  - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Vermont,Vermont  - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Illinois,Illinois - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Indiana,Indiana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Iowa,Iowa - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Kentucky,Kentucky - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Michigan,Michigan - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Missouri,Missouri - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Ohio,Ohio - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Wisconsin,Wisconsin - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Michigan,Renewable Energy and Energy Storage Facility Siting,Solar/Wind Permitting Standards
Idaho,Idaho Commercial PACE Financing Program,PACE Financing
Montana,Montana Commercial PACE Financing Program,PACE Financing
Washington,Washington Commercial PACER Program,PACE Financing
Idaho,Idaho - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Montana,Montana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
New York,New York - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
North Dakota,North Dakota - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Oregon,Oregon - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
South Dakota,South Dakota - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Utah,Utah - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Washington,Washington - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Wyoming,Wyoming - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
North Carolina,North Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
South Carolina,South Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
Alaska,Alaska - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,Grant Program
California,City of San Diego - Green Building Incentives,Green Building Incentive
Texas,City of San Antonio - Under 1 Roof,Grant Program
North Carolina,Local Option - Commercial Property Assessed Capital Expenditure (C-PACE),PACE Financing
Florida,CIty of Jacksonville - Green Building Expedited Plan Review,Green Building Incentive
Florida,CIty of Jacksonville - Sustainable Building Certification Grant Program,Green Building Incentive
North Carolina,City of Charlotte - Green Building Policy for Municipal Buildings,Energy Standards for Public Buildings
Colorado,City of Denver - Green Building Ordinance,Building Energy Code
Massachusetts,City of Boston - Green Building Guidelines,Building Energy Code
Tennessee,City of Memphis - PILOT Program,Green Building Incentive
Tennessee,City of Memphis - PILOT Program,Property Tax Incentive
Maryland,City of Baltimore - High-Performance Market-Rate Rental Housing Property Tax Credit,Property Tax Incentive
California,City of Sacramento - Building Electrification Requirements,Building Energy Code
Georgia,City of Atlanta - Incentivized Green Developments,Green Building Incentive
Florida,CIty of Miami - Green Building Requirements,Building Energy Code
California,Bay Area Regional Energy Network (BayREN) - Single Family Residential Energy Efficiency Rebate Program,Rebate Program
California,Bay Area Regional Energy Network (BayREN) - Multifamily Residential Energy Efficiency Rebate Program,Rebate Program
California,Tri-County Regional Energy Network (3C-REN) - Multifamily Residential Energy Efficiency Rebate Program,Rebate Program
California,Southern California Regional Energy Network (SoCalREN) - Multifamily Residential Energy Efficiency Rebate Program,Rebate Program
Wisconsin,Wisconsin - Home Efficiency Rebate (HER) Program,Rebate Program
Michigan,Solar Energy Facility Exemption,Property Tax Incentive
Connecticut,Solar Access Law,Solar/Wind Access Policy
Michigan,Solar Access Law,Solar/Wind Access Policy
Maryland,Energy Storage Target,Energy Storage Target
Rhode Island,Energy Storage Target,Energy Storage Target
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Online Marketplace,Rebate Program
Kentucky,“Louisville Gas and Electric and Kentucky Utilities – Bring Your Own Thermostat,Performance-Based Incentive
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Bring Your Own Thermostat,Performance-Based Incentive
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Optimized EV Charging,Performance-Based Incentive
Kentucky,Louisville Gas and Electric and Kentucky Utilities – WeCare for Homeowners and Renters,Rebate Program
Kentucky,Louisville Gas and Electric and Kentucky Utilities – WeCare for Apartment Building Owners,Rebate Program
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Demand Conservation,Performance-Based Incentive
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Business Demand Response,Performance-Based Incentive
Kentucky,Louisville Gas and Electric and Kentucky Utilities – Small Business Audit and Direct Install,Rebate Program
Montana,Yellowstone Valley Electric Cooperative - Solar Stock Watering System Rebate,Rebate Program
Oregon,Ashland Electric Utility - Residential Rebate Program,Rebate Program
Oregon,Ashland Electric Utility - Commercial Energy Efficiency Rebate Program,Rebate Program
